Date Code Year/MMWR Week,County,Sum of Age 0-4,Sum of Age 5-24,Sum of Age 25-49,Sum of Age 50-64,Sum of Age 65 and older,Sum of Total Patients Seen,Sum of Total ILI
201342,Klamath,1,1,0,0,0,447,2
201342,Lincoln,0,0,0,1,0,77,1
201342,Malheur,0,0,0,0,0,118,0
201342,Multnomah,0,0,0,0,0,620,0
201342,Tillamook,0,0,0,0,0,60,0
201342,Washington,3,2,0,0,0,193,5
201343,Benton,0,0,1,0,0,1306,1
201343,Clackamas,2,3,0,0,0,777,5
201343,Coos,3,2,0,0,0,348,5
201343,Deschutes,0,0,0,0,0,30,0
201343,Douglas,0,0,0,0,0,54,0
201343,Hood River,0,0,0,0,0,75,0
201343,Jackson,0,1,0,0,0,274,1
201343,Josephine,0,1,0,0,0,198,1
201343,Klamath,0,0,0,0,0,547,0
201343,Lincoln,0,0,0,0,0,58,0
201343,Malheur,0,0,0,0,0,131,0
201343,Multnomah,0,0,0,0,0,579,0
201343,Tillamook,0,0,0,0,0,55,0
201343,Washington,1,1,0,0,0,237,2
201344,Benton,0,2,0,0,0,1770,2
201344,Coos,2,0,0,0,0,384,2
201344,Deschutes,0,0,0,0,0,30,0
201344,Douglas,1,0,0,0,0,97,1
201344,Hood River,1,0,0,0,0,65,1
201344,Jackson,0,2,1,0,1,337,4
201344,Josephine,0,0,1,1,0,346,2
201344,Klamath,2,0,0,0,0,383,2
201344,Lincoln,0,0,1,0,0,96,1
201344,Multnomah,0,0,1,1,0,467,2
201344,Tillamook,0,0,0,0,0,65,0
201344,Washington,0,3,0,0,0,312,3
201345,Benton,0,1,0,0,0,1212,1
201345,Coos,1,4,0,0,0,350,5
201345,Deschutes,0,0,0,0,0,25,0
201345,Douglas,0,0,0,0,0,65,0
201345,Hood River,0,0,0,0,0,63,0
201345,Jackson,0,0,0,0,1,364,1
201345,Josephine,0,0,0,0,1,355,1
201345,Klamath,0,0,0,0,0,440,0
201345,Lincoln,0,0,0,0,0,89,0
201345,Malheur,0,0,0,0,0,137,0
201345,Multnomah,0,0,0,0,0,441,0
201345,Tillamook,0,0,0,0,0,55,0
201345,Washington,3,1,0,0,0,305,4
201346,Benton,0,2,1,0,0,1265,3
201346,Coos,0,6,0,0,0,379,6
201346,Deschutes,0,0,0,0,0,0,0
201346,Douglas,0,0,0,0,0,51,0
201346,Hood River,0,0,0,0,0,54,0
201346,Jackson,0,0,0,0,0,222,0
201346,Josephine,0,0,1,1,1,258,3
201346,Klamath,1,1,0,0,0,440,2
201346,Lincoln,0,0,0,0,0,95,0
201346,Malheur,0,0,0,1,0,160,1
201346,Multnomah,0,0,0,0,0,423,0
201346,Tillamook,0,0,0,0,0,50,0
201346,Washington,3,0,0,0,0,315,3
201347,Benton,0,6,1,0,0,1306,7
201347,Coos,2,3,0,0,0,364,5
201347,Deschutes,0,0,0,0,0,13,0
201347,Douglas,0,0,0,0,0,32,0
201347,Hood River,3,0,0,0,0,71,3
201347,Jackson,0,0,1,0,0,197,1
201347,Josephine,0,0,0,0,0,112,0
201347,Klamath,0,0,0,0,0,551,0
201347,Lincoln,0,0,0,0,0,90,0
201347,Multnomah,0,0,0,0,0,534,0
201347,Tillamook,0,0,0,0,0,40,0
201347,Washington,2,0,0,0,0,314,2
201348,Benton,0,0,0,0,0,785,0
201348,Coos,1,1,0,0,0,198,2
201348,Deschutes,0,0,0,0,0,0,0
201348,Douglas,0,0,0,0,0,25,0
201348,Hood River,0,0,0,0,0,53,0
201348,Jackson,0,0,1,1,0,241,2
201348,Josephine,0,0,0,0,0,227,0
201348,Klamath,0,0,0,0,0,351,0
201348,Lincoln,0,0,0,0,0,68,0
201348,Malheur,0,0,0,0,0,73,0
201348,Multnomah,0,0,1,0,0,139,1
201348,Tillamook,0,0,0,0,0,55,0
201348,Washington,3,0,0,0,0,249,3
201349,Benton,0,0,0,0,0,1125,0
201349,Coos,2,4,0,0,0,174,6
201349,Deschutes,0,0,0,0,0,36,0
201349,Douglas,2,0,0,0,0,57,2
201349,Hood River,1,1,0,0,0,73,2
201349,Jackson,0,0,2,2,1,213,5
201349,Josephine,0,0,0,0,0,240,0
201349,Klamath,0,0,1,1,0,471,2
201349,Lincoln,0,0,1,0,0,79,1
201349,Malheur,0,0,0,0,0,103,0
201349,Multnomah,0,1,1,0,0,412,2
201349,Tillamook,0,0,0,1,1,60,2
201349,Washington,1,2,0,0,0,305,3
201350,Benton,0,4,3,0,0,838,7
201350,Coos,1,3,0,0,0,215,4
201350,Deschutes,0,0,0,0,0,33,0
201350,Douglas,2,1,0,0,0,64,3
201350,Hood River,0,0,0,0,0,56,0
201350,Jackson,0,0,0,1,0,265,1
201350,Josephine,0,0,1,1,0,237,2
201350,Klamath,0,0,0,0,0,524,0
201350,Lincoln,0,0,0,0,0,80,0
201350,Malheur,0,0,0,0,0,142,0
201350,Multnomah,0,0,0,0,0,516,0
201350,Tillamook,0,0,2,4,0,55,6
201350,Washington,2,4,1,0,0,315,7
201351,Benton,0,0,1,1,1,215,3
201351,Coos,2,5,0,0,0,181,7
201351,Deschutes,0,0,0,0,0,40,0
201351,Douglas,1,1,0,0,0,63,2
201351,Hood River,1,0,0,0,0,65,1
201351,Jackson,0,3,6,2,0,253,11
201351,Josephine,0,0,0,1,0,251,1
201351,Klamath,1,1,2,1,0,542,5
201351,Lincoln,0,0,1,0,0,109,1
201351,Malheur,0,0,0,0,0,119,0
201351,Multnomah,0,0,0,0,0,292,0
201351,Tillamook,0,0,1,4,2,60,7
201351,Washington,0,1,0,0,0,24,1
201352,Benton,0,0,3,0,0,179,3
201352,Coos,3,3,0,0,0,137,6
201352,Deschutes,0,0,0,0,0,0,0
201352,Douglas,1,0,0,0,0,65,1
201352,Hood River,0,0,0,0,0,26,0
201352,Jackson,0,2,10,5,0,270,17
201352,Josephine,0,4,4,4,2,264,14
201352,Klamath,1,0,0,0,0,258,1
201352,Lincoln,0,0,2,1,4,39,7
201352,Malheur,0,0,0,0,0,83,0
201352,Multnomah,0,1,0,0,0,36,1
201352,Tillamook,0,0,2,4,4,60,10
201352,Washington,0,2,0,0,0,36,2
201401,Benton,0,1,1,1,0,405,3
201401,Coos,3,2,0,0,0,156,5
201401,Deschutes,0,0,0,0,0,13,0
201401,Douglas,0,0,0,0,0,32,0
201401,Hood River,1,0,0,0,0,60,1
201401,Jackson,1,5,20,4,1,298,31
201401,Josephine,1,4,9,7,5,284,26
201401,Klamath,1,0,2,2,1,283,6
201401,Lincoln,0,0,0,0,0,92,0
201401,Malheur,0,0,0,0,0,83,0
201401,Multnomah,0,0,0,0,0,23,0
201401,Tillamook,1,5,4,5,0,46,15
201401,Washington,0,4,0,0,0,44,4
201402,Benton,0,16,3,2,0,1416,21
201402,Coos,5,1,0,0,0,212,6
201402,Deschutes,0,0,0,0,0,20,0
201402,Douglas,1,0,0,0,0,84,1
201402,Hood River,0,1,0,0,0,61,1
201402,Jackson,4,14,24,15,4,411,61
201402,Josephine,1,6,14,8,1,379,30
201402,Klamath,1,3,1,2,0,560,7
201402,Lincoln,0,0,0,0,0,88,0
201402,Malheur,0,0,1,0,2,125,3
201402,Multnomah,0,0,2,1,0,455,3
201402,Tillamook,1,2,1,0,2,210,6
201402,Washington,1,1,0,0,0,31,2
201403,Benton,0,15,5,3,0,1259,23
201403,Coos,3,4,0,0,0,204,7
201403,Deschutes,0,0,0,0,0,31,0
201403,Douglas,7,2,0,0,0,78,9
201403,Hood River,1,0,0,0,0,62,1
201403,Jackson,1,4,13,8,2,350,28
201403,Josephine,0,7,9,9,3,271,28
201403,Klamath,3,2,0,2,1,541,8
201403,Lincoln,0,2,1,0,0,89,3
201403,Malheur,0,1,0,0,0,126,1
201403,Multnomah,0,1,2,1,0,503,4
201403,Tillamook,0,1,6,2,1,211,10
201403,Washington,0,2,0,0,0,31,2
201404,Benton,0,4,1,0,0,1049,5
201404,Coos,6,3,0,0,0,190,9
201404,Deschutes,0,0,0,0,0,30,0
201404,Douglas,2,0,0,0,0,95,2
201404,Hood River,0,0,0,0,0,69,0
201404,Jackson,0,4,19,2,0,326,25
201404,Josephine,2,6,6,3,1,299,18
201404,Klamath,2,3,1,0,2,632,8
201404,Lincoln,0,0,0,0,0,86,0
201404,Malheur,0,0,0,0,0,103,0
201404,Multnomah,0,0,1,0,0,381,1
201404,Tillamook,1,3,4,2,2,190,12
201404,Washington,2,0,0,0,0,24,2
201405,Benton,0,9,4,0,0,1091,13
201405,Coos,5,2,0,0,0,221,7
201405,Deschutes,0,0,0,0,0,40,0
201405,Douglas,0,0,0,0,0,50,0
201405,Hood River,0,0,0,0,0,48,0
201405,Jackson,0,0,3,0,0,132,3
201405,Josephine,0,1,5,4,2,241,12
201405,Klamath,1,1,1,2,1,593,6
201405,Lincoln,0,0,0,0,0,108,0
201405,Malheur,0,0,0,0,0,119,0
201405,Multnomah,0,0,1,0,0,543,1
201405,Tillamook,0,0,3,2,0,178,5
201405,Washington,1,1,0,0,0,34,2
201406,Benton,0,6,2,0,0,1004,8
201406,Coos,6,5,0,0,0,170,11
201406,Deschutes,0,0,0,0,0,30,0
201406,Douglas,0,0,0,0,0,122,0
201406,Hood River,1,0,0,0,0,45,1
201406,Jackson,0,0,2,1,0,251,3
201406,Josephine,0,1,4,0,1,248,6
201406,Klamath,1,1,1,0,0,564,3
201406,Lincoln,0,0,0,0,0,82,0
201406,Malheur,0,0,0,0,0,122,0
201406,Multnomah,0,0,0,2,0,336,2
201406,Tillamook,0,0,5,2,1,260,8
201406,Washington,0,0,0,0,0,14,0
201407,Benton,0,14,0,0,0,1109,14
201407,Coos,2,0,0,0,0,173,2
201407,Deschutes,0,0,0,0,0,28,0
201407,Douglas,0,0,0,0,0,101,0
201407,Jackson,0,2,1,0,0,341,3
201407,Josephine,0,0,0,0,0,339,0
201407,Klamath,3,3,0,0,1,535,7
201407,Lincoln,0,0,0,0,0,103,0
201407,Malheur,0,0,0,0,0,127,0
201407,Multnomah,0,0,0,0,0,417,0
201408,Benton,0,11,3,0,0,1304,14
201408,Coos,6,2,0,0,0,176,8
201408,Deschutes,0,0,0,0,0,45,0
201408,Douglas,0,0,0,0,0,41,0
201408,Hood River,0,0,0,0,0,59,0
201408,Jackson,0,2,3,0,0,253,5
201408,Josephine,0,1,1,0,0,295,2
201408,Klamath,0,0,0,0,0,520,0
201408,Lincoln,0,0,0,0,0,111,0
201408,Malheur,0,0,0,0,0,125,0
201408,Multnomah,0,0,0,0,0,542,0
201408,Tillamook,0,0,0,1,1,50,2
201409,Benton,0,7,1,0,0,1275,8
201409,Coos,0,1,0,0,0,202,1
201409,Deschutes,0,0,0,0,0,28,0
201409,Douglas,0,0,0,0,0,111,0
201409,Hood River,0,0,0,0,0,63,0
201409,Jackson,0,2,1,1,0,314,4
201409,Josephine,0,0,0,2,0,345,2
201409,Klamath,0,0,0,0,0,526,0
201409,Lincoln,0,2,0,0,0,101,2
201409,Malheur,0,0,0,0,0,107,0
201409,Multnomah,0,0,0,0,0,520,0
201410,Benton,0,7,4,1,0,1285,12
201410,Coos,1,1,0,0,0,164,2
201410,Deschutes,0,0,0,0,0,28,0
201410,Douglas,0,0,0,0,0,63,0
201410,Hood River,0,0,0,0,0,74,0
201410,Jackson,0,0,0,0,0,341,0
201410,Josephine,0,0,2,0,0,332,2
201410,Klamath,0,0,1,0,1,479,2
201410,Lincoln,0,0,0,0,0,93,0
201410,Malheur,0,0,0,0,0,139,0
201410,Multnomah,0,0,0,0,0,545,0
201411,Benton,0,9,1,0,0,1221,10
201411,Coos,1,0,0,0,0,187,1
201411,Deschutes,0,0,0,0,0,29,0
201411,Douglas,0,0,0,0,0,102,0
201411,Hood River,1,0,0,0,0,87,1
201411,Jackson,0,0,1,0,0,364,1
201411,Josephine,0,0,0,0,0,346,0
201411,Klamath,1,1,0,0,0,454,2
201411,Lincoln,0,0,0,0,0,70,0
201411,Malheur,0,0,0,0,0,74,0
201411,Multnomah,0,0,0,0,0,429,0
201412,Benton,0,9,0,0,0,1058,9
201412,Coos,3,4,0,0,0,181,7
201412,Deschutes,0,0,0,0,0,14,0
201412,Douglas,0,0,0,0,0,107,0
201412,Hood River,0,0,0,0,0,73,0
201412,Josephine,0,0,0,0,0,63,0
201412,Klamath,1,1,1,0,0,537,3
201412,Lincoln,0,0,0,0,0,91,0
201412,Multnomah,0,0,0,0,0,514,0
201413,Benton,0,2,1,0,0,481,3
201413,Coos,2,2,0,0,0,143,4
201413,Deschutes,0,0,0,0,0,0,0
201413,Douglas,0,0,0,0,0,110,0
201413,Hood River,0,0,0,0,0,44,0
201413,Jackson,0,0,0,1,0,355,1
201413,Josephine,0,0,0,0,2,412,2
201413,Klamath,0,0,0,1,0,446,1
201413,Lincoln,0,0,1,0,2,93,3
201413,Malheur,0,0,0,0,0,82,0
201413,Multnomah,0,0,0,0,0,188,0
201414,Benton,0,3,0,0,0,1101,3
201414,Coos,4,2,0,0,0,172,6
201414,Deschutes,0,0,0,0,0,40,0
201414,Douglas,0,0,0,0,0,98,0
201414,Jackson,0,0,0,0,1,47,1
201414,Josephine,0,0,0,0,1,337,1
201414,Klamath,1,2,1,0,0,600,4
201414,Lincoln,0,0,0,0,0,87,0
201414,Malheur,0,0,0,0,0,138,0
201414,Multnomah,0,0,0,0,0,393,0
201415,Benton,0,4,1,0,0,1120,5
201415,Coos,6,1,0,0,0,181,7
201415,Deschutes,0,0,0,0,0,45,0
201415,Douglas,0,0,0,0,0,116,0
201415,Jackson,0,1,0,0,0,328,1
201415,Josephine,0,0,0,1,0,336,1
201415,Klamath,2,0,1,0,0,497,3
201415,Lincoln,0,0,0,0,0,97,0
201415,Malheur,0,0,0,0,0,125,0
201415,Multnomah,0,0,0,0,0,531,0
201416,Benton,0,4,1,0,0,1172,5
201416,Coos,2,2,0,0,0,198,4
201416,Deschutes,0,0,0,0,0,36,0
201416,Douglas,0,0,0,0,0,109,0
201416,Josephine,0,0,0,0,0,33,0
201416,Klamath,0,0,2,0,0,491,2
201416,Lincoln,0,0,0,0,0,90,0
201416,Malheur,0,0,0,0,0,152,0
201416,Multnomah,0,0,0,0,0,530,0
201416,Washington,0,1,0,0,0,33,1
201417,Benton,0,0,0,0,0,1116,0
201417,Coos,3,4,0,0,0,186,7
201417,Deschutes,0,0,0,0,0,40,0
201417,Douglas,0,0,0,0,0,109,0
201417,Josephine,0,0,0,0,0,70,0
201417,Klamath,0,2,0,0,0,485,2
201417,Lincoln,0,0,0,0,0,100,0
201417,Multnomah,0,0,1,0,0,544,1
201417,Washington,1,0,0,0,0,33,1
201418,Benton,0,3,0,1,0,1377,4
201418,Coos,3,1,0,0,0,169,4
201418,Deschutes,0,0,0,0,0,44,0
201418,Douglas,0,0,0,0,0,100,0
201418,Klamath,0,0,2,0,0,555,2
201418,Lincoln,0,0,0,0,0,76,0
201418,Multnomah,0,0,0,0,0,567,0
201419,Benton,0,2,1,1,1,1197,5
201419,Coos,5,3,0,0,0,182,8
201419,Deschutes,0,0,0,0,0,21,0
201419,Douglas,0,0,0,0,0,100,0
201419,Klamath,1,1,2,0,0,489,4
201419,Lincoln,0,0,0,0,0,108,0
201419,Multnomah,0,0,1,0,0,469,1
201420,Benton,0,3,0,1,0,1244,4
201420,Coos,3,3,0,0,0,166,6
201420,Deschutes,0,0,0,0,0,29,0
201420,Douglas,0,0,0,0,0,99,0
201420,Klamath,0,0,0,0,0,483,0
201420,Lincoln,0,1,0,0,0,81,1
201420,Multnomah,0,0,0,0,0,530,0
201421,Benton,0,2,1,0,0,1270,3
201421,Coos,4,3,0,0,0,186,7
201421,Deschutes,0,0,0,0,0,45,0
201421,Douglas,0,0,0,0,0,72,0
201421,Klamath,0,0,0,0,0,576,0
201421,Lincoln,0,0,0,0,0,125,0
201421,Multnomah,0,0,0,0,0,425,0
201422,Benton,0,1,0,0,0,1018,1
201422,Coos,4,0,0,0,0,118,4
201422,Deschutes,0,0,0,0,0,20,0
201422,Douglas,0,0,0,0,0,54,0
201422,Klamath,0,0,0,0,0,466,0
201422,Lincoln,0,0,0,0,0,72,0
201422,Multnomah,0,0,0,0,0,620,0
201423,Benton,0,1,1,0,0,1410,2
201423,Coos,1,1,0,0,0,140,2
201423,Deschutes,0,0,0,0,0,35,0
201423,Douglas,0,0,0,0,0,113,0
201423,Klamath,0,0,0,0,0,529,0
201423,Lincoln,0,0,0,0,0,108,0
201424,Benton,0,0,1,0,0,1075,1
201424,Coos,1,4,0,0,0,130,5
201424,Deschutes,0,0,0,0,0,28,0
201424,Douglas,0,0,0,0,0,69,0
201424,Klamath,0,0,0,1,0,492,1
201424,Lincoln,0,0,0,0,0,91,0
201425,Benton,0,0,0,0,0,449,0
201425,Coos,1,0,0,0,0,139,1
201425,Deschutes,0,0,0,0,0,35,0
201425,Douglas,0,0,0,0,0,89,0
201425,Klamath,0,1,1,0,0,482,2
201425,Lincoln,0,0,0,0,0,94,0
201426,Benton,0,0,0,0,0,358,0
201426,Coos,1,0,0,0,0,111,1
201426,Deschutes,0,0,0,0,0,30,0
201426,Douglas,0,0,0,0,0,44,0
201426,Klamath,0,0,0,0,0,407,0
201426,Lincoln,0,0,0,0,0,77,0
201427,Benton,0,0,0,0,0,248,0
201427,Coos,4,0,0,0,0,82,4
201427,Douglas,0,0,0,0,0,0,0
201427,Klamath,0,0,0,0,0,434,0
201427,Lincoln,0,0,0,0,0,85,0
201428,Benton,0,2,0,0,0,316,2
201428,Coos,2,0,0,0,0,158,2
201428,Deschutes,0,0,0,0,0,0,0
201428,Douglas,0,0,0,0,0,11,0
201428,Klamath,0,0,0,0,1,491,1
201428,Lincoln,0,0,0,0,0,84,0
201429,Benton,0,0,0,0,0,308,0
201429,Coos,1,0,0,0,0,158,1
201429,Deschutes,0,0,0,0,0,40,0
201429,Douglas,0,0,0,0,0,48,0
201429,Klamath,0,0,0,0,0,491,0
201429,Lincoln,0,1,1,0,0,99,2
201430,Benton,0,0,0,0,0,310,0
201430,Coos,0,0,0,0,0,95,0
201430,Douglas,0,0,0,0,0,50,0
201430,Klamath,0,0,0,0,0,402,0
201430,Lincoln,0,0,0,0,0,92,0
201431,Benton,0,0,0,0,0,434,0
201431,Coos,0,0,0,0,0,130,0
201431,Douglas,0,0,0,0,0,45,0
201431,Klamath,0,0,1,0,1,450,2
201431,Lincoln,0,0,0,0,0,73,0
201432,Benton,0,0,0,0,0,351,0
201432,Coos,2,0,0,0,0,129,2
201432,Douglas,0,0,0,0,0,34,0
201432,Klamath,0,0,0,0,0,455,0
201432,Lincoln,0,0,0,0,0,93,0
201433,Benton,0,0,0,0,0,334,0
201433,Coos,0,0,0,0,0,149,0
201433,Douglas,0,0,0,0,0,33,0
201433,Klamath,0,0,1,0,0,529,1
201433,Lincoln,0,0,0,0,0,85,0
201434,Benton,0,0,0,0,0,297,0
201434,Coos,0,0,0,0,0,149,0
201434,Douglas,0,0,0,0,0,39,0
201434,Klamath,0,0,0,0,0,496,0
201434,Lincoln,0,0,0,0,0,82,0
201435,Benton,0,0,0,0,0,218,0
201435,Coos,2,0,0,0,0,179,2
201435,Douglas,0,0,0,0,0,45,0
201435,Klamath,0,0,0,0,0,478,0
201435,Lincoln,0,0,0,0,0,103,0
201436,Benton,0,0,0,0,0,241,0
201436,Coos,0,0,0,0,0,119,0
201436,Douglas,0,0,0,0,0,28,0
201436,Klamath,0,0,0,0,0,389,0
201436,Lincoln,0,0,0,0,0,86,0
201437,Benton,0,0,0,0,1,166,1
201437,Coos,0,0,0,0,0,160,0
201437,Klamath,0,0,0,0,0,489,0
201437,Lincoln,0,0,0,0,0,125,0
201438,Benton,0,0,0,0,0,226,0
201438,Clackamas,2,3,0,0,0,299,5
201438,Coos,3,0,0,0,0,130,3
201438,Douglas,0,0,0,0,0,43,0
201438,Klamath,0,0,0,0,0,507,0
201438,Lincoln,0,0,0,0,0,75,0
201438,Washington,5,0,0,0,0,52,5
201439,Benton,0,0,0,0,0,35,0
201439,Clackamas,1,0,0,0,0,332,1
201439,Coos,3,2,0,0,0,208,5
201439,Douglas,0,0,0,0,0,64,0
201439,Klamath,0,0,0,0,0,401,0
201439,Lincoln,0,0,0,0,0,75,0
201440,Benton,0,2,0,0,0,1171,2
201440,Clackamas,1,2,0,0,0,310,3
201440,Coos,0,0,0,0,0,209,0
201440,Deschutes,0,0,0,0,0,30,0
201440,Douglas,0,0,0,0,0,75,0
201440,Josephine,2,0,0,0,0,182,2
201440,Klamath,0,0,0,0,0,554,0
201440,Lincoln,0,0,0,0,0,107,0
201440,Morrow,0,0,0,0,0,259,0
201440,Multnomah,0,0,0,0,0,235,0
201441,Benton,0,3,1,0,0,1683,4
201441,Coos,0,0,0,0,0,177,0
201441,Deschutes,0,0,0,0,0,31,0
201441,Douglas,2,0,0,0,0,50,2
201441,Josephine,5,1,0,0,0,392,6
201441,Klamath,0,0,0,1,0,452,1
201441,Lincoln,0,0,0,0,0,103,0
201441,Morrow,0,0,0,0,0,230,0
201441,Multnomah,0,1,0,0,0,227,1
201442,Benton,0,2,0,0,0,1663,2
201442,Clackamas,4,3,0,0,0,339,7
201442,Coos,1,1,0,0,0,164,2
201442,Deschutes,0,0,0,0,0,32,0
201442,Douglas,0,0,0,0,0,58,0
201442,Jackson,0,1,0,0,0,336,1
201442,Josephine,5,4,0,0,0,1031,9
201442,Klamath,0,0,1,0,1,602,2
201442,Lincoln,0,1,1,0,0,93,2
201442,Morrow,0,0,0,1,0,193,1
201442,Multnomah,0,0,1,0,0,238,1
201442,Tillamook,0,0,0,0,1,118,1
201442,Washington,0,0,0,0,0,26,0
201443,Benton,0,0,0,0,0,1367,0
201443,Clackamas,4,6,0,0,0,372,10
201443,Coos,1,0,0,0,0,204,1
201443,Deschutes,0,0,0,0,0,0,0
201443,Douglas,0,0,0,0,0,76,0
201443,Josephine,6,5,1,0,0,909,12
201443,Klamath,0,0,1,0,0,537,1
201443,Lincoln,0,2,0,0,0,94,2
201443,Morrow,1,0,1,0,0,178,2
201443,Multnomah,0,0,0,0,0,186,0
201443,Tillamook,0,0,0,0,2,252,2
201443,Washington,0,0,0,0,0,28,0
201444,Benton,0,3,0,0,0,1661,3
201444,Clackamas,2,6,0,0,0,338,8
201444,Coos,0,1,0,0,0,184,1
201444,Deschutes,0,0,0,0,0,16,0
201444,Douglas,0,0,0,0,0,81,0
201444,Josephine,5,9,2,0,0,945,16
201444,Klamath,0,1,1,0,0,538,2
201444,Lincoln,2,1,3,1,0,95,7
201444,Morrow,0,0,1,0,0,186,1
201444,Multnomah,0,1,3,0,0,323,4
201444,Tillamook,0,0,0,0,0,109,0
201444,Washington,3,2,0,0,0,53,5
201445,Benton,0,2,0,0,0,1379,2
201445,Coos,2,2,0,0,0,148,4
201445,Deschutes,0,0,0,0,0,28,0
201445,Douglas,0,0,0,0,0,58,0
201445,Jackson,0,0,0,0,0,230,0
201445,Josephine,0,2,1,2,0,1057,5
201445,Klamath,0,0,0,0,0,618,0
201445,Lincoln,1,0,0,1,0,98,2
201445,Morrow,0,0,0,0,0,378,0
201445,Multnomah,0,0,3,0,0,410,3
201445,Tillamook,0,1,0,1,2,244,4
201445,Washington,1,0,0,0,0,30,1
201446,Benton,0,1,0,0,0,1273,1
201446,Coos,4,2,0,0,0,200,6
201446,Deschutes,0,0,0,0,0,25,0
201446,Douglas,0,0,0,0,0,46,0
201446,Jackson,0,0,1,0,0,250,1
201446,Josephine,1,1,4,1,0,966,7
201446,Klamath,0,1,0,0,0,516,1
201446,Lincoln,0,0,0,0,0,101,0
201446,Morrow,0,0,1,1,0,241,2
201446,Multnomah,0,0,0,1,0,323,1
201446,Tillamook,0,0,1,0,1,236,2
201447,Benton,0,7,0,0,0,1469,7
201447,Coos,3,1,0,0,0,188,4
201447,Douglas,0,1,0,0,0,54,1
201447,Jackson,0,1,2,0,0,625,3
201447,Josephine,0,0,1,0,0,362,1
201447,Klamath,0,0,0,0,0,517,0
201447,Lincoln,0,0,0,0,0,93,0
201447,Morrow,0,0,0,0,0,173,0
201447,Multnomah,0,0,0,0,0,437,0
201447,Tillamook,0,0,0,0,3,126,3
201448,Benton,0,3,2,0,0,820,5
201448,Coos,2,2,0,0,0,119,4
201448,Deschutes,0,0,0,0,0,35,0
201448,Douglas,0,0,0,0,0,62,0
201448,Jackson,0,0,1,0,0,1131,1
201448,Josephine,0,4,2,0,1,964,7
201448,Klamath,0,1,0,0,1,397,2
201448,Lincoln,0,0,0,0,0,71,0
201448,Morrow,0,0,0,0,0,148,0
201448,Multnomah,0,0,0,0,0,166,0
201448,Tillamook,0,3,0,1,1,96,5
201449,Benton,0,9,0,0,0,1245,9
201449,Coos,1,4,0,0,0,159,5
201449,Deschutes,0,0,0,0,0,21,0
201449,Douglas,0,0,0,0,0,58,0
201449,Jackson,0,1,1,1,2,185,5
201449,Josephine,7,6,2,2,0,915,17
201449,Klamath,0,1,0,0,0,511,1
201449,Lincoln,0,0,0,1,0,128,1
201449,Morrow,0,0,0,0,0,238,0
201449,Multnomah,0,0,2,1,0,349,3
201449,Tillamook,0,1,3,6,0,242,10
201449,Washington,1,0,0,0,0,23,1
201450,Benton,0,7,2,0,0,966,9
201450,Coos,5,4,0,0,0,219,9
201450,Deschutes,0,0,0,0,0,44,0
201450,Douglas,0,0,0,0,0,44,0
201450,Jackson,0,1,1,0,0,190,2
201450,Josephine,5,4,2,0,1,822,12
201450,Klamath,0,0,0,0,0,505,0
201450,Morrow,0,0,0,0,0,221,0
201450,Multnomah,0,0,0,0,0,421,0
201450,Tillamook,1,1,0,0,0,114,2
201451,Benton,0,1,1,0,0,314,2
201451,Coos,5,2,0,0,0,201,7
201451,Deschutes,0,0,0,0,0,35,0
201451,Douglas,0,1,0,0,0,63,1
201451,Jackson,0,2,2,0,0,248,4
201451,Josephine,0,0,1,0,0,1027,1
201451,Klamath,0,1,0,0,0,588,1
201451,Lincoln,3,3,0,0,0,130,6
201451,Morrow,0,2,0,1,0,256,3
201451,Multnomah,0,0,0,0,0,211,0
201451,Tillamook,0,0,0,0,0,52,0
201452,Benton,0,0,1,0,1,165,2
201452,Coos,2,1,0,0,0,144,3
201452,Douglas,0,1,0,0,0,36,1
201452,Jackson,0,1,1,0,0,302,2
201452,Josephine,4,5,2,2,1,713,14
201452,Klamath,0,0,1,0,0,296,1
201452,Lincoln,0,0,0,0,0,68,0
201452,Morrow,0,0,1,0,0,103,1
201452,Multnomah,0,0,0,0,0,84,0
201452,Tillamook,0,0,0,0,0,22,0
201453,Benton,0,1,1,1,0,214,3
201453,Coos,4,0,0,0,0,194,4
201453,Douglas,0,0,0,0,0,42,0
201453,Jackson,1,6,8,1,0,213,16
201453,Josephine,0,2,1,1,0,717,4
201453,Klamath,0,1,0,0,0,340,1
201453,Lincoln,0,0,1,1,0,87,2
201453,Morrow,0,0,0,0,0,159,0
201453,Multnomah,0,0,0,0,1,375,1
201453,Tillamook,2,0,0,0,0,31,2
201501,Benton,0,12,1,1,1,1264,15
201501,Coos,3,3,0,0,0,120,6
201501,Deschutes,0,0,0,0,0,39,0
201501,Douglas,0,0,0,0,0,62,0
201501,Jackson,2,5,4,1,0,370,12
201501,Josephine,8,4,2,0,0,1092,14
201501,Klamath,0,1,0,0,0,602,1
201501,Lincoln,0,1,1,0,0,109,2
201501,Morrow,0,0,0,0,0,232,0
201501,Multnomah,0,0,0,1,0,160,1
201501,Tillamook,1,3,3,2,3,73,12
201502,Benton,1,18,3,0,1,1167,23
201502,Coos,4,6,0,0,0,162,10
201502,Deschutes,0,0,0,0,0,45,0
201502,Douglas,0,1,0,0,0,57,1
201502,Jackson,3,9,8,4,11,475,35
201502,Josephine,6,5,3,2,2,1128,18
201502,Klamath,1,0,0,0,0,585,1
201502,Lincoln,2,0,0,1,0,116,3
